OBJECTID_x,AIN,APN,SitusCity,SitusFullAddress,TaxRateCity,CENTER_LAT,CENTER_LON,CENTER_X,CENTER_Y,LAT_LON,ShapeSTArea,ShapeSTLength,Shape,WKT,OBJECTID_y,CODE,BLD_ID,HEIGHT,ELEV,AREA,LARIAC_SOU,LARIAC_DAT,STATUS,CODE_NUM,coords,PARCEL_WKT
79328,5151025002,5151-025-002,LOS ANGELES CA,524 S FLOWER ST LOS ANGELES CA 90071,LOS ANGELES,34.05091223,-118.25601780000001,6484114.597999999,1841008.885,"34.050912, -118.256018",71545.89258,1274.655636,,"MULTIPOLYGON (((-118.255574519654 34.0509430197883,-118.255524010378 34.0509970390812,-118.255541972065 34.0510086794964,-118.255526538739 34.0510252002396,-118.25546633759 34.0509861696431,-118.255532311785 34.0509156845592,-118.255574519654 34.0509430197883)))",333366,Building,484269841025,16.42,312.98,580,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.255607691358 34.0511574557572,-118.255617464151 34.0511470206556,-118.255314336047 34.0509374289888,-118.255296958673 34.0509548322596,-118.255175598828 34.0508763923422,-118.255231043148 34.0508169487289,-118.255466221235 34.0509688982801,-118.255525153609 34.0509058199663,-118.255551218492 34.050922691137,-118.256043765944 34.0503955137348,-118.256215796342 34.0505068169277,-118.256645872051 34.0507849974282,-118.256524251723 34.0509151440812,-118.256402643332 34.0510452699762,-118.256281028444 34.0511754198047,-118.256159413008 34.0513055145538,-118.256118870397 34.0513489052125,-118.25605197931 34.0514204933199,-118.25603779736 34.0514356641363,-118.255607691358 34.0511574557572)))"
79328,5151025002,5151-025-002,LOS ANGELES CA,524 S FLOWER ST LOS ANGELES CA 90071,LOS ANGELES,34.05091223,-118.25601780000001,6484114.597999999,1841008.885,"34.050912, -118.256018",71545.89258,1274.655636,,"MULTIPOLYGON (((-118.255587673876 34.0510235589986,-118.255651512499 34.0509563761664,-118.255645061673 34.0509521300925,-118.255678462852 34.0509170241126,-118.255699964181 34.0509311849007,-118.255694863105 34.0509365823446,-118.255883413574 34.051060770839,-118.255854423685 34.0510912237476,-118.255864843419 34.0510980992789,-118.255832561871 34.0511320489799,-118.255822935463 34.0511256937513,-118.25579272685 34.051157496113,-118.255647245232 34.0510616830271,-118.25563977534 34.0510695304333,-118.255583706103 34.0510326358886,-118.255590550907 34.0510254488275,-118.255587673876 34.0510235589986)))",369748,Building,484184841069,17.72,314.49,3714,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.255607691358 34.0511574557572,-118.255617464151 34.0511470206556,-118.255314336047 34.0509374289888,-118.255296958673 34.0509548322596,-118.255175598828 34.0508763923422,-118.255231043148 34.0508169487289,-118.255466221235 34.0509688982801,-118.255525153609 34.0509058199663,-118.255551218492 34.050922691137,-118.256043765944 34.0503955137348,-118.256215796342 34.0505068169277,-118.256645872051 34.0507849974282,-118.256524251723 34.0509151440812,-118.256402643332 34.0510452699762,-118.256281028444 34.0511754198047,-118.256159413008 34.0513055145538,-118.256118870397 34.0513489052125,-118.25605197931 34.0514204933199,-118.25603779736 34.0514356641363,-118.255607691358 34.0511574557572)))"
79328,5151025002,5151-025-002,LOS ANGELES CA,524 S FLOWER ST LOS ANGELES CA 90071,LOS ANGELES,34.05091223,-118.25601780000001,6484114.597999999,1841008.885,"34.050912, -118.256018",71545.89258,1274.655636,,"MULTIPOLYGON (((-118.256545523824 34.0508490165305,-118.256483894949 34.0509153161513,-118.256433782428 34.0508830251842,-118.256495411319 34.0508167255891,-118.256545523824 34.0508490165305)))",458394,Building,483975840990,12.03,299.73,586,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.255607691358 34.0511574557572,-118.255617464151 34.0511470206556,-118.255314336047 34.0509374289888,-118.255296958673 34.0509548322596,-118.255175598828 34.0508763923422,-118.255231043148 34.0508169487289,-118.255466221235 34.0509688982801,-118.255525153609 34.0509058199663,-118.255551218492 34.050922691137,-118.256043765944 34.0503955137348,-118.256215796342 34.0505068169277,-118.256645872051 34.0507849974282,-118.256524251723 34.0509151440812,-118.256402643332 34.0510452699762,-118.256281028444 34.0511754198047,-118.256159413008 34.0513055145538,-118.256118870397 34.0513489052125,-118.25605197931 34.0514204933199,-118.25603779736 34.0514356641363,-118.255607691358 34.0511574557572)))"
79570,5151021010,5151-021-010,LOS ANGELES CA,533 S FREMONT AVE LOS ANGELES CA 90071,LOS ANGELES,34.05218876,-118.25880590000001,6483271.234,1841475.6,"34.052189, -118.258806",27073.4209,904.4251048,,"MULTIPOLYGON (((-118.259205935357 34.0520549813655,-118.258745590089 34.052392170871,-118.25860625639 34.0522600300104,-118.258741298493 34.0521574017331,-118.258725868955 34.0521427885289,-118.258782095193 34.0521015871215,-118.258797589805 34.0521162281264,-118.259064192308 34.0519209701218,-118.259205935357 34.0520549813655)))",333064,Building,483239841469,141.12,468.03,12201,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.25833385693 34.0526676656526,-118.258303528442 34.0526495436791,-118.258275772953 34.0526287610673,-118.258274480642 34.0526271975817,-118.258273254102 34.0526255515195,-118.258272225468 34.0526238500748,-118.25827132863 34.0526220659116,-118.258270563757 34.0526202539861,-118.258269963862 34.0526184142273,-118.25826952886 34.0526165191571,-118.25826925892 34.0526146237318,-118.258269153959 34.0526127004732,-118.258269181047 34.0526107769306,-118.258269406294 34.05260888044,-118.258269763592 34.0526069836653,-118.258270286037 34.0526051140137,-118.258270940616 34.0526032715561,-118.258271793439 34.0526014836288,-118.258272249266 34.052599421772,-118.258279126276 34.0525920702581,-118.258302456024 34.0525673170292,-118.258351944898 34.0525146719373,-118.258473890068 34.0523849864283,-118.258595834859 34.0522553007955,-118.258717812282 34.0521256149678,-118.258839756313 34.0519959290876,-118.258961831588 34.051866105408,-118.259058405869 34.0517634577651,-118.25906344064 34.0517589078208,-118.25906923886 34.0517550380352,-118.259075670813 34.0517519362755,-118.259082588163 34.0517496732748,-118.259089834262 34.0517483008933,-118.259097246202 34.0517478486781,-118.259099028942 34.0517478723089,-118.259100712816 34.0517479511097,-118.25910289357 34.0517485784051,-118.259108961556 34.0517492144845,-118.259114856405 34.0517505756788,-118.259120450104 34.0517526330685,-118.259125626979 34.0517553439685,-118.259127049133 34.0517561927276,-118.259128570748 34.0517571786638,-118.259130390152 34.051758383784,-118.259132143617 34.0517596165248,-118.259133897082 34.0517608492656,-118.259135617704 34.0517621370339,-118.259137338327 34.0517634248023,-118.259138993095 34.0517647676695,-118.259140647863 34.0517661105366,-118.259142236692 34.0517674810244,-118.259143825606 34.0517688789903,-118.259145381508 34.0517702770275,-118.259146904567 34.0517717300923,-118.259148394615 34.0517731832283,-118.259149851735 34.0517746639137,-118.259151275928 34.0517761721485,-118.259152700206 34.0517777078615,-118.259154058375 34.0517792162388,-118.259155383786 34.0517808071219,-118.259156116933 34.0517830312855,-118.25915801348 34.0517844955656,-118.259159691857 34.0517861337738,-118.259161131359 34.0517879219111,-118.259162676693 34.0517905736706,-118.259170724967 34.0518050803207,-118.259176136861 34.0518204101429,-118.259178795817 34.0518362353663,-118.259196536241 34.0520539629821,-118.258435624414 34.0526112946167,-118.258348247146 34.0526752908411,-118.25833385693 34.0526676656526)))"
79571,5151024004,5151-024-004,LOS ANGELES CA,550 S FLOWER ST LOS ANGELES CA 90071,LOS ANGELES,34.05012818,-118.25691189999999,6483843.027000001,1840724.244,"34.050128, -118.256912",18974.64355,559.9856606000001,,"MULTIPOLYGON (((-118.257249592851 34.0501434957718,-118.257017779777 34.050391151989,-118.256717665066 34.0501971590015,-118.256949550592 34.0499493517523,-118.256950395862 34.0499484484236,-118.257025218289 34.049996953795,-118.257044203934 34.0499766623118,-118.257194245198 34.0500739470153,-118.257176477211 34.0500929169903,-118.257251432373 34.0501415328281,-118.257249592851 34.0501434957718)))",444502,Building,483832840763,202.05,488.29,13753,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.256580575686 34.0501164790356,-118.25670222157 34.0499863288342,-118.256813666782 34.0498670542782,-118.256988281277 34.049980028735,-118.257243671198 34.0501452860253,-118.257132193386 34.0502646160077,-118.257010580695 34.0503947390961,-118.256580575686 34.0501164790356)))"
79571,5151024004,5151-024-004,LOS ANGELES CA,550 S FLOWER ST LOS ANGELES CA 90071,LOS ANGELES,34.05012818,-118.25691189999999,6483843.027000001,1840724.244,"34.050128, -118.256912",18974.64355,559.9856606000001,,"MULTIPOLYGON (((-118.256824648998 34.0499568720627,-118.25675679183 34.0500286807957,-118.256743153155 34.0500207105157,-118.256702836028 34.0500627949109,-118.256667928616 34.0500402046404,-118.256796453497 34.0499032630302,-118.256800867471 34.0499065893054,-118.256820033463 34.0498878796596,-118.256823646088 34.049890540506,-118.256806077849 34.0499079115885,-118.256815307661 34.0499142252097,-118.256824489382 34.0499048712394,-118.256837731464 34.0499138421507,-118.256807397702 34.0499462409437,-118.256824648998 34.0499568720627)))",446292,Building,483903840681,153.37,436.68,1052,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.256580575686 34.0501164790356,-118.25670222157 34.0499863288342,-118.256813666782 34.0498670542782,-118.256988281277 34.049980028735,-118.257243671198 34.0501452860253,-118.257132193386 34.0502646160077,-118.257010580695 34.0503947390961,-118.256580575686 34.0501164790356)))"
79572,5151026024,5151-026-024,LOS ANGELES CA,550 S HOPE ST LOS ANGELES CA 90071,LOS ANGELES,34.04972154,-118.2556502,6484224.855,1840575.2859999998,"34.049722, -118.255650",49697.39453,895.3361156999999,,"MULTIPOLYGON (((-118.255256240184 34.0498481174338,-118.255652488848 34.0494606814487,-118.255689376677 34.0494868180436,-118.255743040351 34.0494283393456,-118.25596971281 34.0495728089089,-118.255938942863 34.0496259084412,-118.255990838501 34.049658634875,-118.255591435834 34.0500936992774,-118.255408188459 34.0499758738423,-118.255409437614 34.0499742223018,-118.255294728929 34.0499012615107,-118.255310886491 34.0498843281688,-118.255256240184 34.0498481174338)))",403030,Building,484289840584,405.3,687.0,27464,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.255576354472 34.0500931489621,-118.255138318501 34.0498097899348,-118.255136995455 34.0498089409185,-118.255227684673 34.0497127405205,-118.255259271699 34.0496792304966,-118.255262957007 34.0496752932569,-118.255381514635 34.0495495474986,-118.255500075786 34.0494237208976,-118.255503789951 34.0494197818717,-118.255502202315 34.0494187685527,-118.255533561675 34.0493850975056,-118.255623551346 34.0492884826864,-118.25573938562 34.0493633892037,-118.255822805064 34.0494173712494,-118.256056624634 34.0495686080825,-118.256160915912 34.0496360647153,-118.255680617117 34.0501606009218,-118.255576354472 34.0500931489621)))"
79716,5151024002,5151-024-002,LOS ANGELES CA,538 S FLOWER ST LOS ANGELES CA 90071,LOS ANGELES,34.05030771,-118.2563966,6483999.315,1840789.179,"34.050308, -118.256397",59604.86035,1022.3357550000001,,"MULTIPOLYGON (((-118.256674142106 34.0506774416648,-118.2564603969 34.0505405846197,-118.256449110694 34.0505527810485,-118.256441371067 34.0505478516895,-118.256395398561 34.0505524010616,-118.256388549314 34.0505581033576,-118.256193690478 34.050432912113,-118.256197472239 34.0504278474072,-118.256192004059 34.0503886748995,-118.255934510564 34.0502383353923,-118.255921841442 34.0502516616153,-118.25588528976 34.0502275582294,-118.255919738898 34.0501903061238,-118.255888316171 34.050170285718,-118.255891080159 34.050167092952,-118.255887871564 34.0501651488397,-118.256117757028 34.0499135060111,-118.25617229981 34.049947958593,-118.256174405885 34.049945673254,-118.256439086929 34.0501149850126,-118.256443331478 34.0501103863088,-118.256703615481 34.0502769589645,-118.256696871077 34.0502846949072,-118.256910219937 34.0504213053554,-118.256674142106 34.0506774416648)))",421539,Building,483949840832,153.9,436.68,38604,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.256215796342 34.0505068169277,-118.256043765944 34.0503955137348,-118.255784904722 34.050228063044,-118.255904964443 34.0500969278128,-118.256025023786 34.0499657924617,-118.256145082751 34.0498346569908,-118.256580575686 34.0501164790356,-118.257010580695 34.0503947390961,-118.256888967707 34.0505248895396,-118.256767354256 34.050655012382,-118.256645872051 34.0507849974282,-118.256215796342 34.0505068169277)))"
80109,5151021011,5151-021-011,LOS ANGELES CA,515 S FIGUEROA ST LOS ANGELES CA 90071,LOS ANGELES,34.05213058,-118.25797620000002,6483522.517999999,1841453.779,"34.052131, -118.257976",64601.83496,1005.694199,,"MULTIPOLYGON (((-118.258130752448 34.0524019222634,-118.257981820521 34.0525593366788,-118.257942257047 34.0525333985168,-118.257920539019 34.0525563618039,-118.257763542119 34.0524534321175,-118.257934191146 34.0522730546892,-118.258130752448 34.0524019222634)))",428672,Building,483540841571,56.53,359.0,6170,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.258048358406 34.0525998207943,-118.25798148203 34.0525827579277,-118.257916449184 34.0525613185715,-118.257853672959 34.0525356409507,-118.257793550015 34.0525058873698,-118.257729777688 34.0524682518735,-118.257448608468 34.0522852723435,-118.257440173363 34.0522797672851,-118.257432533701 34.0522739410845,-118.257426083784 34.0522671918076,-118.257420982998 34.0522596857003,-118.257417357764 34.0522516062531,-118.257415297425 34.0522431559275,-118.257414852127 34.052234538986,-118.257416030786 34.0522259718016,-118.25741880928 34.052217662231,-118.257423116034 34.0522098182325,-118.257428844345 34.0522026323833,-118.257473726767 34.0521548611993,-118.257595771224 34.0520249840227,-118.257717650746 34.0518952719455,-118.257839562901 34.0517655596739,-118.257961441579 34.0516358198713,-118.258365625467 34.0518975612374,-118.25856151607 34.0520243917199,-118.258439505625 34.052154104938,-118.258317560654 34.0522837629337,-118.258230297069 34.0523765527024,-118.258196442322 34.0524139737463,-118.258158151764 34.0524602025429,-118.258122436359 34.052507839208,-118.258075332451 34.0525792364852,-118.258068632241 34.0525904070977,-118.258066818098 34.0525929235489,-118.258064507843 34.0525951405221,-118.258061773489 34.0525969926014,-118.258058693267 34.0525984229445,-118.258055364015 34.0525993866909,-118.258051884689 34.0525998578669,-118.258048358406 34.0525998207943)))"
80109,5151021011,5151-021-011,LOS ANGELES CA,515 S FIGUEROA ST LOS ANGELES CA 90071,LOS ANGELES,34.05213058,-118.25797620000002,6483522.517999999,1841453.779,"34.052131, -118.257976",64601.83496,1005.694199,,"MULTIPOLYGON (((-118.258380346465 34.0520755664265,-118.258372613505 34.0520837517377,-118.258385646827 34.0520922965039,-118.258344745108 34.0521355808358,-118.258357679621 34.0521440437774,-118.258317041374 34.0521870805169,-118.258330174521 34.0521956800691,-118.25828881177 34.0522394603085,-118.258302308524 34.0522483070068,-118.258261835316 34.0522911504474,-118.258274637454 34.0522995316417,-118.258233636268 34.052342925234,-118.258247331579 34.0523518815006,-118.258204225102 34.0523974784175,-118.257765522185 34.0521103568413,-118.257772037481 34.0521034732734,-118.257759169269 34.0520950642197,-118.257799774437 34.05205211068,-118.257786476399 34.0520434014356,-118.257827312462 34.052000172427,-118.257814444178 34.0519917363335,-118.25785511608 34.0519486726461,-118.257843008658 34.0519407578186,-118.257884469717 34.0518968675361,-118.257870675789 34.0518878564458,-118.257911741586 34.0518443528531,-118.257898377414 34.0518356158149,-118.257940759303 34.0517907625153,-118.257958953042 34.0518026770437,-118.258380346465 34.0520755664265)))",464356,Building,2014092854680000,295.2,594.9400000000002,21571,LARIAC4,2014,Modified,1,,"MULTIPOLYGON (((-118.258048358406 34.0525998207943,-118.25798148203 34.0525827579277,-118.257916449184 34.0525613185715,-118.257853672959 34.0525356409507,-118.257793550015 34.0525058873698,-118.257729777688 34.0524682518735,-118.257448608468 34.0522852723435,-118.257440173363 34.0522797672851,-118.257432533701 34.0522739410845,-118.257426083784 34.0522671918076,-118.257420982998 34.0522596857003,-118.257417357764 34.0522516062531,-118.257415297425 34.0522431559275,-118.257414852127 34.052234538986,-118.257416030786 34.0522259718016,-118.25741880928 34.052217662231,-118.257423116034 34.0522098182325,-118.257428844345 34.0522026323833,-118.257473726767 34.0521548611993,-118.257595771224 34.0520249840227,-118.257717650746 34.0518952719455,-118.257839562901 34.0517655596739,-118.257961441579 34.0516358198713,-118.258365625467 34.0518975612374,-118.25856151607 34.0520243917199,-118.258439505625 34.052154104938,-118.258317560654 34.0522837629337,-118.258230297069 34.0523765527024,-118.258196442322 34.0524139737463,-118.258158151764 34.0524602025429,-118.258122436359 34.052507839208,-118.258075332451 34.0525792364852,-118.258068632241 34.0525904070977,-118.258066818098 34.0525929235489,-118.258064507843 34.0525951405221,-118.258061773489 34.0525969926014,-118.258058693267 34.0525984229445,-118.258055364015 34.0525993866909,-118.258051884689 34.0525998578669,-118.258048358406 34.0525998207943)))"
