OBJECTID_x,AIN,APN,SitusCity,SitusFullAddress,TaxRateCity,CENTER_LAT,CENTER_LON,CENTER_X,CENTER_Y,LAT_LON,ShapeSTArea,ShapeSTLength,Shape,WKT,OBJECTID_y,CODE,BLD_ID,HEIGHT,ELEV,AREA,LARIAC_SOU,LARIAC_DAT,STATUS,CODE_NUM,coords,PARCEL_WKT
43144,2356035038,2356-035-038,LOS ANGELES CA,4740 LAURELGROVE AVE LOS ANGELES CA 91607,LOS ANGELES,34.15697339,-118.4005104,6440499.367000001,1879749.164,"34.156973, -118.400510",11426.91895,449.4039881,,"MULTIPOLYGON (((-118.400463701096 34.1568837110281,-118.400639818858 34.1568843915534,-118.400639395148 34.1569613617252,-118.40060415801 34.1569612035077,-118.40060407495 34.1569784880606,-118.400582919867 34.1569783931676,-118.400582361112 34.1570756150245,-118.4005017069 34.1570753052188,-118.400501746582 34.1570697822684,-118.400448263043 34.1570695744539,-118.400448645527 34.157004557906,-118.400481106237 34.1570046703711,-118.400481522458 34.1569261072082,-118.400486580575 34.1569261454486,-118.400486646503 34.1569122958106,-118.400463574137 34.1569122072471,-118.400463701096 34.1568837110281)))",725344,Building,440487879729,17.19,651.27,2929,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.40026597131 34.1570802801751,-118.400266104397 34.156866605064,-118.400390719135 34.1568666568852,-118.400751440794 34.1568668070912,-118.400751970294 34.1570805349676,-118.40026597131 34.1570802801751)))"
43144,2356035038,2356-035-038,LOS ANGELES CA,4740 LAURELGROVE AVE LOS ANGELES CA 91607,LOS ANGELES,34.15697339,-118.4005104,6440499.367000001,1879749.164,"34.156973, -118.400510",11426.91895,449.4039881,,"MULTIPOLYGON (((-118.400281342061 34.157084251547,-118.400282368403 34.157043139841,-118.400330267747 34.1570439702475,-118.400329715437 34.1570846494498,-118.400281342061 34.157084251547)))",855523,Building,440565879781,12.24,646.4400000000002,217,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.40026597131 34.1570802801751,-118.400266104397 34.156866605064,-118.400390719135 34.1568666568852,-118.400751440794 34.1568668070912,-118.400751970294 34.1570805349676,-118.40026597131 34.1570802801751)))"
99080,2356035048,2356-035-048,LOS ANGELES CA,12261 KLING ST LOS ANGELES CA 91607,LOS ANGELES,34.1560794,-118.4005541,6440484.863,1879423.88,"34.156079, -118.400554",7347.34082,349.20599730000004,,"MULTIPOLYGON (((-118.400527472149 34.1559821642121,-118.400680826553 34.1561027281018,-118.400621908272 34.1561545282423,-118.400576220476 34.1561186000807,-118.400562856702 34.1561303499169,-118.400557116742 34.1561258351002,-118.400549447221 34.1561325652422,-118.40052154318 34.1561106195929,-118.400529080798 34.1561039728311,-118.400498854845 34.1560801930269,-118.400487300944 34.156090343843,-118.400443537895 34.156055948181,-118.400527472149 34.1559821642121)))",848844,Building,440490879416,23.15,642.06,2054,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.400371919958 34.1562132766065,-118.40043100655 34.1559966029568,-118.400563281644 34.1559400796323,-118.400749450355 34.156024700262,-118.400749662915 34.1561103507854,-118.400381801625 34.1562336587896,-118.400371919958 34.1562132766065)))"
99081,2356036024,2356-036-024,LOS ANGELES CA,4701 VANTAGE AVE LOS ANGELES CA 91607,LOS ANGELES,34.15585603,-118.39798259999999,6441262.504,1879339.503,"34.155856, -118.397983",7271.423828,362.3935762,,"MULTIPOLYGON (((-118.398146410631 34.1558415593915,-118.398082745144 34.1558409441105,-118.398083558571 34.1557826867878,-118.398147256542 34.1557833010597,-118.398146410631 34.1558415593915)))",870859,Building,441227879322,15.3,647.29,409,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.397780865669 34.1559385714491,-118.397780642679 34.1557737272703,-118.398181454135 34.1557739435196,-118.398181385542 34.1558289012122,-118.39818128141 34.1559388164883,-118.397780865669 34.1559385714491)))"
99081,2356036024,2356-036-024,LOS ANGELES CA,4701 VANTAGE AVE LOS ANGELES CA 91607,LOS ANGELES,34.15585603,-118.39798259999999,6441262.504,1879339.503,"34.155856, -118.397983",7271.423828,362.3935762,,"MULTIPOLYGON (((-118.398103570769 34.1559383434606,-118.397872384251 34.1559371534984,-118.397872671069 34.1559001381322,-118.397881530059 34.1559001639742,-118.39788169113 34.1558786473518,-118.397899475518 34.1558787538091,-118.397899721165 34.1558469873293,-118.397907786479 34.1558470437288,-118.397908051177 34.1558124463588,-118.397990820542 34.1558128888635,-118.397990681954 34.1558322895037,-118.398006812441 34.1558323734414,-118.398006561728 34.1558630680102,-118.398104107181 34.1558635988315,-118.398103570769 34.1559383434606)))",888984,Building,441275879347,19.57,651.63,2359,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.397780865669 34.1559385714491,-118.397780642679 34.1557737272703,-118.398181454135 34.1557739435196,-118.398181385542 34.1558289012122,-118.39818128141 34.1559388164883,-118.397780865669 34.1559385714491)))"
175939,2357001035,2357-001-035,LOS ANGELES CA,5146 GOODLAND AVE LOS ANGELES CA 91607,LOS ANGELES,34.16434875,-118.4113497,6437231.141,1882446.4119999998,"34.164349, -118.411350",5804.623047,308.991927,,"MULTIPOLYGON (((-118.411306519655 34.1644185912944,-118.41130754568 34.1643426561606,-118.411308369245 34.1642817048807,-118.411428273729 34.1642828079568,-118.41142716399 34.1643662382594,-118.411461380192 34.164366561789,-118.411460420238 34.1644400981041,-118.411359722909 34.1644391767429,-118.411359884922 34.1644251617828,-118.411309965746 34.1644246996101,-118.411310068166 34.1644186265014,-118.411306519655 34.1644185912944)))",950784,Building,2014113031220000,21.16,672.25,2265,LARIAC4,2014,Modified,1,,"MULTIPOLYGON (((-118.411199377851 34.1644375169844,-118.411199298618 34.1642602792094,-118.411496812574 34.1642601166637,-118.411496892305 34.1644373269626,-118.411199377851 34.1644375169844)))"
186430,2357008041,2357-008-041,LOS ANGELES CA,12515 ADDISON ST LOS ANGELES CA 91607,LOS ANGELES,34.1614648,-118.40614509999999,6438801.297,1881390.499,"34.161465, -118.406145",9028.573242,380.5723247,,"MULTIPOLYGON (((-118.406050697929 34.1615629577859,-118.406025031745 34.161519241855,-118.406035325226 34.1615150584141,-118.40602072625 34.1614902394162,-118.40608512495 34.1614640823139,-118.406190800458 34.1614629033712,-118.406218425253 34.1614133486009,-118.406274792661 34.1614350873305,-118.406216789722 34.1615391528782,-118.406216812342 34.1615507213354,-118.406296609826 34.1615505902716,-118.406297109875 34.1616065903173,-118.406228396655 34.1616068211781,-118.406228234445 34.1615814867075,-118.406087315816 34.1615817121169,-118.406087290497 34.1615628898956,-118.406050697929 34.1615629577859)))",797862,Building,438802881404,18.55,663.02,3143,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.406069817605 34.161602349261,-118.40599444979 34.1616023831044,-118.405994238069 34.1613275962823,-118.406292700283 34.1613274707548,-118.406292879935 34.1616022576914,-118.406069817605 34.161602349261)))"
191333,2357002012,2357-002-012,LOS ANGELES CA,5115 BELLAIRE AVE LOS ANGELES CA 91607,LOS ANGELES,34.16348347,-118.40970790000002,6437726.502,1882129.496,"34.163483, -118.409708",5843.875977000001,333.7549423,,"MULTIPOLYGON (((-118.409586125219 34.1635494669193,-118.409585962673 34.1634421889605,-118.409758156432 34.1634419905431,-118.409768857009 34.1634535778116,-118.409768636931 34.1634692968717,-118.409791414628 34.1634695216982,-118.409790511482 34.16353481504,-118.40979960256 34.1635348942188,-118.409799404779 34.16354852434,-118.409790512169 34.1635484444887,-118.409790460837 34.1635514675194,-118.409586125219 34.1635494669193)))",769649,Building,437752882132,35.25,685.63,2384,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.409513183025 34.1635522808872,-118.409513104404 34.1634148873419,-118.409843804273 34.1634146986262,-118.409898215762 34.1634146786411,-118.409900774246 34.163552063765,-118.409513183025 34.1635522808872)))"
191333,2357002012,2357-002-012,LOS ANGELES CA,5115 BELLAIRE AVE LOS ANGELES CA 91607,LOS ANGELES,34.16348347,-118.40970790000002,6437726.502,1882129.496,"34.163483, -118.409708",5843.875977000001,333.7549423,,"MULTIPOLYGON (((-118.409839493516 34.1634252555178,-118.409907590173 34.1634250517461,-118.409907758223 34.1634659395296,-118.409900055891 34.163465965639,-118.409900194331 34.1634941860129,-118.409846080469 34.1634943423886,-118.409845938947 34.1634654900471,-118.409839690832 34.1634654832761,-118.409839493516 34.1634252555178)))",811297,Building,437680882115,20.45,671.47,474,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.409513183025 34.1635522808872,-118.409513104404 34.1634148873419,-118.409843804273 34.1634146986262,-118.409898215762 34.1634146786411,-118.409900774246 34.163552063765,-118.409513183025 34.1635522808872)))"
197179,2339006007,2339-006-007,LOS ANGELES CA,5765 RADFORD AVE LOS ANGELES CA 91607,LOS ANGELES,34.17527208,-118.39032890000001,6443605.437999999,1886396.2240000002,"34.175272, -118.390329",6045.711914,329.84104160000004,,"MULTIPOLYGON (((-118.390483787222 34.175258663733,-118.390369130309 34.175336716651,-118.390373083338 34.1753407436805,-118.390344806012 34.1753599601661,-118.390349190501 34.1753643978064,-118.390303940767 34.1753952096424,-118.390252384548 34.1753428921151,-118.390297008161 34.1753124934202,-118.390268040463 34.175283074173,-118.39028629855 34.1752706227202,-118.390272944373 34.1752570634186,-118.390375770031 34.1751870454188,-118.390431976666 34.175244074641,-118.390454388017 34.1752288339208,-118.390483787222 34.175258663733)))",765251,Building,443598886399,13.07,670.4400000000002,2464,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.390129311658 34.1753099013616,-118.390409900798 34.1751179892468,-118.390525665099 34.1752345640819,-118.39024500971 34.1754264766789,-118.390129311658 34.1753099013616)))"
