OBJECTID_x,AIN,APN,SitusCity,SitusFullAddress,TaxRateCity,CENTER_LAT,CENTER_LON,CENTER_X,CENTER_Y,LAT_LON,ShapeSTArea,ShapeSTLength,Shape,WKT,OBJECTID_y,CODE,BLD_ID,HEIGHT,ELEV,AREA,LARIAC_SOU,LARIAC_DAT,STATUS,CODE_NUM,coords,PARCEL_WKT
3152,2146012025,2146-012-025,LOS ANGELES CA,22311 VENTURA BLVD LOS ANGELES CA 91364,LOS ANGELES,34.16951685,-118.6129835,6376247.917,1884637.935,"34.169517, -118.612983",51055.280269999996,1076.7387099999999,,"MULTIPOLYGON (((-118.613467474903 34.16925304606,-118.613471506579 34.1696671099054,-118.612658135791 34.1697890646865,-118.612363473542 34.1697756085939,-118.61236386135 34.1697699178668,-118.6123014565 34.1697671018799,-118.612305682045 34.1696804931798,-118.612445804004 34.169628342232,-118.612471219788 34.1696498668745,-118.612540656111 34.1696513290953,-118.613288149973 34.1695401247836,-118.61328466459 34.1692544403088,-118.613467474903 34.16925304606)))",971774,Building,376170884683,15.9,902.37,24444,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.612452646626 34.169780027298,-118.612377893952 34.1697749647505,-118.612281311031 34.1697684463062,-118.612137395682 34.1697587048624,-118.612133294182 34.16975842334,-118.6122846179 34.169669394809,-118.612319346098 34.1696489394898,-118.612457484057 34.1695741841698,-118.61262828729 34.1694817316385,-118.612795632709 34.1693911649558,-118.6129624835 34.1693008203786,-118.613128774359 34.1692108081564,-118.613273232063 34.1691324750701,-118.613293818417 34.1691311341745,-118.613298940464 34.1691308334234,-118.613417258301 34.1691214403767,-118.613458455174 34.169117549329,-118.613466675079 34.1696648094115,-118.613382135256 34.1696775486173,-118.613297529087 34.169690260621,-118.613128349732 34.1697156842835,-118.612959203534 34.1697411350201,-118.612876017351 34.1697536471816,-118.612791444087 34.169766358664,-118.612623684539 34.1697915820753,-118.612452646626 34.169780027298)))"
3824,2146012019,2146-012-019,LOS ANGELES CA,22333 VENTURA BLVD LOS ANGELES CA 91364,LOS ANGELES,34.16936032,-118.6137131,6376026.869,1884582.3190000001,"34.169360, -118.613713",29623.54785,698.7203256,,"MULTIPOLYGON (((-118.613478879486 34.1693519681851,-118.613475132697 34.1691839522926,-118.613528649874 34.1691831037975,-118.61352839926 34.1691714264249,-118.61355848019 34.1691709438408,-118.613558241276 34.1691608603444,-118.613662664304 34.1691592315025,-118.613662862621 34.1691682162185,-118.613690960233 34.1691677986603,-118.613692823106 34.1692504187255,-118.613679303571 34.1692506252704,-118.613679785341 34.1692711772036,-118.61372222859 34.1692704948082,-118.613724292244 34.1693624295429,-118.613682377827 34.1693630542607,-118.61368306733 34.1693940198146,-118.613564462847 34.1693958585632,-118.613563469292 34.1693506600205,-118.613478879486 34.1693519681851)))",1032404,Building,376066884557,12.45,895.74,5201,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.613458455174 34.169117549329,-118.613622644413 34.1691009953479,-118.613786320153 34.1690809315723,-118.613949313116 34.1690573811901,-118.613968966165 34.1694775747192,-118.6139741459 34.1695885091523,-118.613918930608 34.1695967857194,-118.613902584145 34.1695992593343,-118.613805000015 34.1696139335933,-118.613648898474 34.1696374230675,-118.61363582117 34.1696393854435,-118.613466675079 34.1696648094115,-118.613458455174 34.169117549329)))"
4672,2146012018,2146-012-018,LOS ANGELES CA,22330 VENTURA BLVD LOS ANGELES CA 91364,LOS ANGELES,34.16858179,-118.6140111,6375935.017999999,1884299.553,"34.168582, -118.614011",17076.53223,636.7339217,,"MULTIPOLYGON (((-118.614134609442 34.168693919945,-118.614049758282 34.1687091623525,-118.61402454753 34.1686120963472,-118.614002427682 34.168616083511,-118.613996338334 34.1685927291921,-118.614017534244 34.1685889126053,-118.613991440944 34.1684886352553,-118.614077248372 34.1684732239502,-118.614134609442 34.168693919945)))",1014721,Building,375922884296,11.37,896.75,2228,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.613629403396 34.1687032591152,-118.613762089105 34.1686067389956,-118.613894807566 34.1685102185631,-118.614027525922 34.1684137254634,-118.614113113055 34.1683514184458,-118.614113135656 34.1683514011567,-118.614141598229 34.168330681708,-118.614179878802 34.1683028554374,-118.614186191397 34.1683166608547,-118.614311319042 34.1685904322459,-118.614314105963 34.1685982393441,-118.614315475291 34.168606304386,-118.614315394704 34.1686144472039,-118.6143138691 34.1686224908761,-118.614310930248 34.1686302600619,-118.614306640934 34.1686375826979,-118.614300619281 34.168644790472,-118.614293295572 34.1686511100666,-118.614284854584 34.1686563808212,-118.614275512263 34.168660465961,-118.614265505485 34.1686632646715,-118.614151614293 34.1686853056794,-118.613988279254 34.1687147746727,-118.613823442651 34.1687409655888,-118.61365706692 34.1687638253712,-118.613525326098 34.16877894226,-118.613629403396 34.1687032591152)))"
4672,2146012018,2146-012-018,LOS ANGELES CA,22330 VENTURA BLVD LOS ANGELES CA 91364,LOS ANGELES,34.16858179,-118.6140111,6375935.017999999,1884299.553,"34.168582, -118.614011",17076.53223,636.7339217,,"MULTIPOLYGON (((-118.613696499936 34.1686886973048,-118.613801910542 34.1686100116825,-118.613863089514 34.168666638361,-118.613757645272 34.1687453242074,-118.613696499936 34.1686886973048)))",1050095,Building,376008884331,9.38,896.4099999999999,1187,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.613629403396 34.1687032591152,-118.613762089105 34.1686067389956,-118.613894807566 34.1685102185631,-118.614027525922 34.1684137254634,-118.614113113055 34.1683514184458,-118.614113135656 34.1683514011567,-118.614141598229 34.168330681708,-118.614179878802 34.1683028554374,-118.614186191397 34.1683166608547,-118.614311319042 34.1685904322459,-118.614314105963 34.1685982393441,-118.614315475291 34.168606304386,-118.614315394704 34.1686144472039,-118.6143138691 34.1686224908761,-118.614310930248 34.1686302600619,-118.614306640934 34.1686375826979,-118.614300619281 34.168644790472,-118.614293295572 34.1686511100666,-118.614284854584 34.1686563808212,-118.614275512263 34.168660465961,-118.614265505485 34.1686632646715,-118.614151614293 34.1686853056794,-118.613988279254 34.1687147746727,-118.613823442651 34.1687409655888,-118.61365706692 34.1687638253712,-118.613525326098 34.16877894226,-118.613629403396 34.1687032591152)))"
6643,2164006001,2164-006-001,LOS ANGELES CA,5220 OAKDALE AVE LOS ANGELES CA 91364,LOS ANGELES,34.16560894,-118.56549740000001,6390603.632999999,1883131.595,"34.165609, -118.565497",16992.73438,523.3849014,,"MULTIPOLYGON (((-118.565449906641 34.1657100669953,-118.565448807741 34.1656161212522,-118.565458361357 34.1656160495323,-118.56545772294 34.1655608193776,-118.56544896322 34.1655608873852,-118.565448135918 34.1654875217376,-118.565656952333 34.165485858144,-118.565657779074 34.1655591138051,-118.565615070466 34.1655594515154,-118.565615269994 34.1655791529416,-118.565608195479 34.1655791860319,-118.565608522918 34.1656080095914,-118.56561592804 34.1656079479084,-118.565617142072 34.1657140666714,-118.565496121792 34.1657150176351,-118.565496083291 34.1657093290677,-118.565449906641 34.1657100669953)))",1059480,Building,390590883139,18.79,911.75,4420,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.565240249166 34.1657604025894,-118.565239591057 34.1654581634739,-118.565751756503 34.1654574462725,-118.565752335644 34.1657184946484,-118.565751594892 34.1657256529722,-118.56574937125 34.1657325949615,-118.565745729412 34.165739110786,-118.565740783738 34.1657450024049,-118.565734681788 34.165750092232,-118.565727610504 34.1657542213885,-118.565719783955 34.1657572703698,-118.565711439077 34.1657591401742,-118.56570282966 34.1657597798092,-118.565240249166 34.1657604025894)))"
7015,2164010004,2164-010-004,LOS ANGELES CA,19722 HENSHAW ST LOS ANGELES CA 91364,LOS ANGELES,34.1694045,-118.5634034,6391244.796,1884509.2880000002,"34.169405, -118.563403",17272.68164,545.9810027999999,,"MULTIPOLYGON (((-118.563472853118 34.1694884989231,-118.563351525534 34.1694887621698,-118.563351509886 34.1694914281103,-118.563272167908 34.1694916047676,-118.563271921742 34.169411009621,-118.563344123726 34.169410866225,-118.563344208289 34.1694382069773,-118.563372177417 34.1694381596239,-118.563372074822 34.1694034812832,-118.563368768964 34.1694034966841,-118.56336859002 34.16934752241,-118.563467800983 34.1693473072045,-118.56346792874 34.169390696153,-118.563553782736 34.1693905160664,-118.563554152622 34.1694992217029,-118.563472860532 34.1694994084811,-118.563472853118 34.1694884989231)))",980252,Building,391227884520,19.41,882.1699999999998,3331,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.563237845827 34.169474685843,-118.563237256645 34.1691668956386,-118.563567816984 34.169166455822,-118.563568776231 34.1696268080477,-118.563238241426 34.1696557984842,-118.563237845827 34.169474685843)))"
7131,2164004002,2164-004-002,LOS ANGELES CA,5343 OAKDALE AVE LOS ANGELES CA 91364,LOS ANGELES,34.16764411,-118.5661597,6390407.46,1883873.346,"34.167644, -118.566160",19892.56152,565.2431035,,"MULTIPOLYGON (((-118.566146287832 34.1677948117082,-118.566071104217 34.1677936247346,-118.566072529852 34.1677309381572,-118.566089788979 34.1677312143763,-118.566092597827 34.1676090292823,-118.566067734732 34.1676086236759,-118.566068422736 34.1675784205069,-118.566062769185 34.1675783369829,-118.566063761657 34.1675346407705,-118.566113190445 34.1675354263255,-118.566114059547 34.1674978575888,-118.566217545518 34.1674994890062,-118.56621573816 34.1675791327265,-118.566191569196 34.167578722994,-118.566189399805 34.1676732889758,-118.566162420498 34.1676728662507,-118.566160866041 34.1677410213019,-118.566147542315 34.1677408087092,-118.566146287832 34.1677948117082)))",1048722,Building,390415883845,15.21,891.33,3246,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.565938890359 34.16785035476,-118.565937980018 34.1674381456021,-118.566376400537 34.1674370562075,-118.566377138316 34.1677942805728,-118.566377279793 34.1678492380368,-118.565938890359 34.16785035476)))"
7333,2164010038,2164-010-038,LOS ANGELES CA,19835 SANTA RITA ST LOS ANGELES CA 91364,LOS ANGELES,34.16875921,-118.56507450000001,6390738.007,1884277.3,"34.168759, -118.565074",33601.76855,758.2449662,,"MULTIPOLYGON (((-118.564875579513 34.1689363570223,-118.564940347244 34.1689370434615,-118.564940490555 34.1689577566849,-118.56487511453 34.1689580620817,-118.564875579513 34.1689363570223)))",1003929,Building,390790884344,10.74,878.3999999999999,152,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.565366761721 34.1689523564344,-118.565150719894 34.1689527060741,-118.565072733194 34.1689528229457,-118.564851633226 34.1689531681908,-118.564696237326 34.1689532476683,-118.564679525784 34.1689532569518,-118.564678752901 34.168565338651,-118.565071858011 34.1685647127647,-118.565464830881 34.1685640862184,-118.565466501291 34.1689521926876,-118.565366761721 34.1689523564344)))"
7333,2164010038,2164-010-038,LOS ANGELES CA,19835 SANTA RITA ST LOS ANGELES CA 91364,LOS ANGELES,34.16875921,-118.56507450000001,6390738.007,1884277.3,"34.168759, -118.565074",33601.76855,758.2449662,,"MULTIPOLYGON (((-118.564988632545 34.1688175308833,-118.564833815683 34.1688175950693,-118.564833836756 34.1687963257266,-118.564798364087 34.168796326424,-118.564798355675 34.1687509589273,-118.564781064571 34.168750956742,-118.564781079297 34.1687873114661,-118.564733837364 34.1687873121163,-118.56473378133 34.1686763241033,-118.56491669841 34.1686762667141,-118.564916680808 34.1686393350146,-118.565067365063 34.168639290933,-118.565067197243 34.1686447875342,-118.565100373947 34.1686445026816,-118.565100204206 34.1688374980684,-118.565103749841 34.1688376573009,-118.565103770302 34.1688895924959,-118.565097124822 34.1688895965037,-118.565097125363 34.1688944873817,-118.565062545279 34.1688944848869,-118.565062564434 34.1688925059066,-118.564988676517 34.1688925211726,-118.564988632545 34.1688175308833)))",1021366,Building,390768884260,19.52,888.3099999999998,7008,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.565366761721 34.1689523564344,-118.565150719894 34.1689527060741,-118.565072733194 34.1689528229457,-118.564851633226 34.1689531681908,-118.564696237326 34.1689532476683,-118.564679525784 34.1689532569518,-118.564678752901 34.168565338651,-118.565071858011 34.1685647127647,-118.565464830881 34.1685640862184,-118.565466501291 34.1689521926876,-118.565366761721 34.1689523564344)))"
17871,2166003029,2166-003-029,LOS ANGELES CA,5404 QUAKERTOWN AVE NO 7 LOS ANGELES CA 91364,LOS ANGELES,34.16833478,-118.56924790000001,6389474.738,1884129.967,"34.168335, -118.569248",18692.2168,554.1306728999999,,"MULTIPOLYGON (((-118.569310675156 34.1684653948522,-118.569310118771 34.1683886759925,-118.569318763174 34.1683667070169,-118.56931900967 34.1683495584706,-118.569311604465 34.1683494842465,-118.569312399597 34.1682963353272,-118.569325921334 34.1682964636973,-118.569326556451 34.1682538960634,-118.56933234218 34.1682539508648,-118.569333012599 34.168211630088,-118.569485229357 34.1682132763013,-118.569480986263 34.1684833063068,-118.56944799085 34.1684829676387,-118.569448055793 34.1684778555728,-118.569345729366 34.1684767443507,-118.569345643858 34.1684836145261,-118.569318400562 34.16848332988,-118.569318676006 34.1684654951216,-118.569310675156 34.1684653948522)))",979841,Building,389443884117,30.25,883.33,4855,LARIAC2,2008,Unchanged,1,,"MULTIPOLYGON (((-118.568965651755 34.1684857667487,-118.568965541635 34.1684308091334,-118.568964911052 34.1681830883139,-118.569021082294 34.1681830045313,-118.569031028902 34.1681829903915,-118.569477787183 34.1681823245752,-118.569485549149 34.168182818737,-118.569493121663 34.1681843150584,-118.569500320592 34.1681867783397,-118.569506965774 34.1681901493183,-118.569512895452 34.1681943411663,-118.569517962238 34.1681992532481,-118.569522041321 34.1682047624955,-118.569525034679 34.1682107354095,-118.569526866922 34.168217024645,-118.569527491529 34.1682234741339,-118.569528118341 34.1684849345084,-118.568965651755 34.1684857667487)))"
